model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding
01-ai/Yi-6B,47,215,precision_reached,True,215,0,0.08731808731808732,-1.0709472401598445,-1.019407,-1.0849004641805486,-1.1046449964673697,0.195784,168,-0.18559899939070254,-0.26124,-0.2784638109639676,-0.27873591590026564,0.199904,77
01-ai/Yi-6B-Chat,50,221,precision_reached,True,221,0,0.12653305414298535,-0.262028709508774,-0.409526,-0.44454415890933624,-0.43687604920461637,0.19764,169,-0.8618177605467816,-0.707172,-0.7596242166063242,-0.7849284805759354,0.198558,82
EleutherAI/pythia-1.4b,50,227,max_scenarios_reached,False,227,0,0.07247652582159625,-2.425622869868609,-2.544639,-3.1679375830651875,-3.540362906497398,0.213857,190,0.8572912389872671,0.896614,0.8624708400933171,0.9284823576821585,0.208872,71
EleutherAI/pythia-160m,50,235,max_scenarios_reached,False,235,0,0.04580152671755725,-5.736133656337929,-2.692057,-3.963480685694938,-6.571856894239698,0.202521,202,1.3573467304838673,1.444717,1.5016147526325996,1.6210986146570487,0.202835,58
EleutherAI/pythia-1b,50,217,max_scenarios_reached,False,217,0,0.06758742286218043,-2.621579633507893,-2.748019,-3.7137428453966788,-4.8785088989698595,0.220944,183,0.9004880569029323,1.059167,0.9901254119679458,1.1109050761967079,0.21759,63
EleutherAI/pythia-2.8b,50,234,max_scenarios_reached,False,234,0,0.06343612334801763,-2.6515618076520813,-2.257362,-2.686847836709845,-2.8738207636194506,0.202007,193,0.694650762040399,0.87356,0.849965127849749,0.8973189676770851,0.197138,76
EleutherAI/pythia-410m,50,217,max_scenarios_reached,False,217,0,0.059548254620123205,-3.6615912533253563,-2.670372,-3.810795588515549,-5.7665548201877,0.219546,186,1.149836670271624,1.020746,1.0749127146992195,1.1486101149010421,0.214914,64
EleutherAI/pythia-6.9b,50,238,precision_reached,True,238,0,0.06237128567225655,-2.4123740413615353,-2.083402,-2.574706951200188,-2.7467263562158304,0.198765,195,0.2900888175664066,0.408416,0.28361982536091945,0.2990404736184777,0.194124,81
EleutherAI/pythia-70m,50,228,max_scenarios_reached,False,228,0,0.03485647334504979,-5.922993552508258,-2.76972,-3.948016838090438,-6.615795222274993,0.222973,196,0.6398949348516552,0.50599,0.3064461021934694,0.3268462977638244,0.21271,67
HuggingFaceH4/zephyr-7b-beta,17,88,precision_reached,True,88,0,0.26010701545778836,1.0666666646581588,0.930286,0.8800619534452312,0.9710444419697196,0.191161,66,0.4340333690130584,-0.119661,-0.15370092379652772,-0.14875440757541666,0.197074,40
