floor,se_target,n_models,median_len,mean_len,pct_cap,pct_info_plateau,pct_reach,r_correctness,slope_correctness,theta_mae_correctness,median_sd_correctness,median_se_total_correctness,pct_reach_se_ability_correctness,pct_se_total_le_0.25_correctness,pct_se_total_le_0.3_correctness
10,0.15,114,18.0,19.18421052631579,0.0,0.7017543859649122,0.2894736842105263,0.9505628023710745,0.9771691917241416,0.45098469141774716,0.241622833040212,0.2694891013267401,0.2982456140350877,0.4649122807017544,0.5614035087719298
10,0.2,114,17.5,18.035087719298247,0.0,0.6140350877192983,0.37719298245614036,0.9504511878737922,0.9707954100625917,0.4511354325443257,0.241622833040212,0.2694891013267401,0.38596491228070173,0.4473684210526316,0.5614035087719298
10,0.22,114,17.0,17.385964912280702,0.0,0.5526315789473685,0.43859649122807015,0.9506618203901009,0.9706994713965967,0.44833532058232,0.241622833040212,0.2694891013267401,0.4473684210526316,0.4473684210526316,0.5614035087719298
10,0.25,114,15.5,16.55263157894737,0.0,0.47368421052631576,0.5175438596491229,0.949725883033185,0.9688390650500529,0.4589659967305595,0.24904524106610754,0.2701213224773047,0.5263157894736842,0.30701754385964913,0.5614035087719298
10,0.27,114,14.0,15.903508771929825,0.0,0.4298245614035088,0.5526315789473685,0.9486767971935979,0.968137647607554,0.46383661682608396,0.26738091323203816,0.28424634815690253,0.5701754385964912,0.2631578947368421,0.5526315789473685
10,0.3,114,13.0,14.991228070175438,0.0,0.41228070175438597,0.40350877192982454,0.9477901722456827,0.9685935519401727,0.47292074576115023,0.29422354982496113,0.30651270934220953,0.5877192982456141,0.2631578947368421,0.40350877192982454
10,0.32,114,13.0,14.526315789473685,0.0,0.38596491228070173,0.35964912280701755,0.9467315788388316,0.966225635642554,0.4802797373241183,0.3103654287032883,0.32305334020348264,0.6140350877192983,0.2631578947368421,0.35964912280701755
12,0.15,114,18.0,19.517543859649123,0.0,0.7017543859649122,0.2894736842105263,0.9509018752945301,0.9761219362006052,0.4482210277227053,0.241622833040212,0.2694891013267401,0.2982456140350877,0.4649122807017544,0.5614035087719298
12,0.2,114,17.5,18.57017543859649,0.0,0.6140350877192983,0.37719298245614036,0.9506054983527475,0.9703833810613871,0.45072645689575686,0.241622833040212,0.2694891013267401,0.38596491228070173,0.45614035087719296,0.5614035087719298
12,0.22,114,17.0,17.982456140350877,0.0,0.543859649122807,0.4473684210526316,0.9507666793971981,0.9705969047353296,0.4482275782465258,0.241622833040212,0.2694891013267401,0.45614035087719296,0.45614035087719296,0.5614035087719298
12,0.25,114,15.5,17.20175438596491,0.0,0.47368421052631576,0.5175438596491229,0.9495970851101709,0.9673467444084894,0.4604678143615352,0.24904524106610754,0.2701213224773047,0.5263157894736842,0.32456140350877194,0.5614035087719298
12,0.27,114,14.0,16.63157894736842,0.0,0.4298245614035088,0.5526315789473685,0.9486462979149948,0.9662091062016779,0.4669944200826395,0.26612008961513867,0.28276247524527787,0.5701754385964912,0.2894736842105263,0.5526315789473685
12,0.3,114,13.0,15.850877192982455,0.0,0.41228070175438597,0.45614035087719296,0.9482994479632372,0.966516766400218,0.47215483184991675,0.29071399879068355,0.3046973859043065,0.5877192982456141,0.2894736842105263,0.45614035087719296
12,0.32,114,13.0,15.473684210526315,0.0,0.38596491228070173,0.43859649122807015,0.9476453784452091,0.9661298938215723,0.4729810679596507,0.30778309884496696,0.32237558306150704,0.6140350877192983,0.2894736842105263,0.43859649122807015
15,0.15,114,19.0,20.87719298245614,0.0,0.7017543859649122,0.2894736842105263,0.9501205239351668,0.9720327371864339,0.4406980934021028,0.2242100951845281,0.2575576242727523,0.2982456140350877,0.49122807017543857,0.5877192982456141
15,0.2,114,18.5,20.13157894736842,0.0,0.6052631578947368,0.38596491228070173,0.9498935868786204,0.9685627230347005,0.4414404894132658,0.2242100951845281,0.2575576242727523,0.39473684210526316,0.49122807017543857,0.5877192982456141
15,0.22,114,18.0,19.526315789473685,0.0,0.5263157894736842,0.4649122807017544,0.9501322560347546,0.9687343221165006,0.4371676989850521,0.2242100951845281,0.2575576242727523,0.47368421052631576,0.49122807017543857,0.5877192982456141
15,0.25,114,17.0,18.833333333333332,0.0,0.4473684210526316,0.543859649122807,0.9492643255716573,0.9676480876232709,0.4488356116985603,0.24636992370588695,0.26865725637613525,0.5526315789473685,0.40350877192982454,0.5877192982456141
15,0.27,114,16.5,18.333333333333332,0.0,0.41228070175438597,0.5701754385964912,0.9487850320968246,0.9657166036082868,0.45011008415785075,0.26388776911013107,0.27992748923526667,0.5877192982456141,0.35964912280701755,0.5789473684210527
