floor,se_target,model,fold,is_headline_excluded,flag_note,length,stop_reason,theta_ref_correctness,theta_mwle_correctness,sd_stop_correctness,se_total_correctness
10,0.15,BSC-LT/salamandra-2b,0,False,,17,info_plateau,-2.5698394466536976,-2.8931819544125608,0.39580981314634844,0.4196428650486052
10,0.15,EleutherAI/pythia-160m,0,False,,19,info_plateau,-5.592677750933284,-5.080339827866972,0.5014644851087251,0.5290577021046027
10,0.15,HuggingFaceTB/SmolLM2-1.7B,0,False,,24,info_plateau,-0.8256400549176903,-0.45654588024459297,0.19285358782293185,0.20420905856509128
10,0.15,HuggingFaceTB/SmolLM2-1.7B-Instruct,0,False,,28,info_plateau,-0.005561327844341704,-0.028382368412404848,0.16872629442665743,0.18600708431700805
10,0.15,Qwen/Qwen1.5-1.8B-Chat,0,False,,33,info_plateau,-1.870039968933656,-1.7968994372360323,0.24016874240656008,0.2558875559261895
10,0.15,Qwen/Qwen2-0.5B,0,False,,21,info_plateau,-2.5752134797329154,-2.3299881281334245,0.32333210193137407,0.34236653666315253
10,0.15,Qwen/Qwen2.5-0.5B-Instruct,0,False,,13,info_plateau,-0.9798382852538854,-1.4242390569650076,0.34002350524312963,0.3582927035907578
10,0.15,ai-forever/mGPT,0,False,,18,info_plateau,-5.4573324530410225,-5.235092568981053,0.49539903200658686,0.5229545747579455
10,0.15,allenai/OLMo-2-1124-7B,0,False,,24,precision_reached,0.7281096522666397,0.6523565802506373,0.14732653741385945,0.16895355691252087
10,0.15,bigscience/bloom-1b7,0,False,,22,info_plateau,-4.8312280433394,-4.404237014862686,0.4508261383845453,0.47007727401114546
10,0.15,bigscience/bloom-560m,0,False,,19,info_plateau,-5.564495913115259,-5.0233905611177265,0.4922143267150203,0.5134551234897983
10,0.15,bigscience/bloomz-1b7,0,False,,17,info_plateau,-5.5059542374861135,-5.107756094599116,0.5059344042482034,0.5249943933534165
10,0.15,bigscience/bloomz-7b1,0,False,,20,info_plateau,-5.08725783471138,-5.4393253712913205,0.4913042973186734,0.5229837272133284
10,0.15,facebook/opt-6.7b,0,False,,14,info_plateau,-2.341339155733506,-2.343869487138393,0.41194759291089494,0.42407101550523035
10,0.15,google/gemma-2b,0,False,,13,info_plateau,-1.5822222375384727,-1.1624847093043158,0.3566599048760537,0.3783256603929747
10,0.15,h2oai/h2o-danube2-1.8b-chat,0,False,,33,info_plateau,-1.4935410395242932,-1.2184875003932754,0.20410043114951168,0.21403416238110617
10,0.15,ibm-granite/granite-7b-instruct,0,False,,21,info_plateau,-0.8406613869829014,-0.8686536033481759,0.22479457361585,0.23337653041903023
10,0.15,meta-llama/Llama-3.2-1B,0,False,,15,info_plateau,-2.787426975098337,-2.8254068997260324,0.4452036469268342,0.46335258223980985
10,0.15,microsoft/phi-2,0,False,,22,info_plateau,-0.14433278904828323,-0.0825629346096086,0.1786433792484012,0.19690562123798497
10,0.15,nvidia/Nemotron-Mini-4B-Instruct,0,False,,25,info_plateau,-0.2734289456068235,-0.4915314278686467,0.1935797441734851,0.2018040121745912
10,0.15,openai-community/gpt2-xl,0,False,,16,info_plateau,-3.440305854993407,-2.969141330222747,0.4255178786767927,0.4445706271459941
10,0.15,openbmb/MiniCPM-1B-sft-bf16,0,False,,13,info_plateau,-4.249097261133489,-4.636566310297749,0.5297061399750123,0.5499983276766605
10,0.15,utter-project/EuroLLM-1.7B-Instruct,0,False,,15,info_plateau,-2.4046719536175014,-1.6199003155212772,0.34960595428324726,0.37603562319614914
10,0.15,01-ai/Yi-6B-200K,1,False,,44,info_plateau,-1.3454310642651022,-1.8771334607492507,0.24831687538710043,0.2964977169269128
10,0.15,01-ai/Yi-6B-Chat,1,False,,29,info_plateau,0.05627077134648879,-0.2876699204797112,0.2050988448797196,0.2144409568875312
10,0.15,BSC-LT/salamandra-7b-instruct,1,False,rehabilitated under correctness-only unidim,17,info_plateau,-0.2104821080823358,-0.604242938070888,0.26151585213472195,0.26846399036271185
10,0.15,EleutherAI/pythia-1b,1,False,,19,info_plateau,-2.0939229602767484,-5.495072478344172,0.5050260322897688,0.5294255463365873
10,0.15,EleutherAI/pythia-2.8b,1,False,,18,info_plateau,-2.1331442243807475,-2.6535357899310106,0.38157388554989635,0.3990760891574417
10,0.15,EleutherAI/pythia-410m,1,False,,25,info_plateau,-3.1779630194664295,-5.585087789109745,0.4973328784452131,0.5472475554672052
10,0.15,HuggingFaceTB/SmolLM2-135M,1,False,,19,info_plateau,-3.385125355614928,-5.427153788420671,0.4997040819226658,0.5190277378137673
10,0.15,LLM360/Amber,1,False,,18,info_plateau,-4.475724994623501,-3.500432339095584,0.4567465129603413,0.4795863098172927
10,0.15,OpenBMB/MiniCPM4-0.5B,1,False,,35,info_plateau,-0.5784438160064479,-0.8872109993312309,0.21330063836650104,0.23495145457617284
10,0.15,Qwen/Qwen2.5-1.5B,1,False,,21,info_plateau,0.8474775849429104,0.6970408289639672,0.15602723854028322,0.1791296739830166
10,0.15,Qwen/Qwen2.5-3B,1,False,,10,precision_reached,1.5930211950825166,1.4407388809636676,0.13701708250405606,0.18067603007102287
10,0.15,Qwen/Qwen2.5-7B-Instruct,1,False,,12,precision_reached,2.5298695805766025,2.2841784261957563,0.1393606643176889,0.20492076948670174
10,0.15,Qwen/Qwen3-0.6B,1,False,,18,precision_reached,1.1564994592049482,1.1633378417843356,0.14910268391459403,0.1879637820630132
10,0.15,Qwen/Qwen3-4B,1,False,,10,precision_reached,2.7806168490167327,2.489786924252489,0.14485043113523122,0.3527877217966224
10,0.15,allenai/OLMo-2-0425-1B-DPO,1,False,,12,info_plateau,0.3702535298283127,-0.1815930100547906,0.2679077280154101,0.27563215744323327
10,0.15,bigscience/bloomz-3b,1,False,,19,info_plateau,-4.9416305558386355,-5.378398084199426,0.5061517215116023,0.5385074461102771
10,0.15,facebook/opt-1.3b,1,False,,22,info_plateau,-1.5941075994845868,-3.7657952312180156,0.4536488578724994,0.47926089957749346
10,0.15,h2oai/h2o-danube3-4b-base,1,False,,26,info_plateau,0.32570816234196853,0.4298705394122258,0.16270442436915025,0.19078478706999843
10,0.15,ibm-granite/granite-3.1-2b-base,1,False,,18,precision_reached,0.837656456763554,1.0954434638604216,0.13771940186715317,0.16188399313604668
10,0.15,openai-community/gpt2-large,1,False,,22,info_plateau,-3.1789755756392637,-5.78367493480984,0.49874049477096705,0.5325376478429128
10,0.15,openai-community/gpt2-medium,1,False,,20,info_plateau,-5.503422309628518,-5.422181170555407,0.505772214122123,0.5301907388172882
10,0.15,pankajmathur/orca_mini_3b,1,False,,19,info_plateau,-1.7182636276329575,-1.9724843955133973,0.34263195822107845,0.35466860555299656
10,0.15,tiiuae/Falcon3-7B-Base,1,False,,14,precision_reached,2.1519892283005295,2.174181266189479,0.14007090240626519,0.23769513186804195
