floor,se_target,n_models,median_len,mean_len,pct_cap,pct_info_plateau,pct_reach,r_correctness,slope_correctness,theta_mae_correctness,median_sd_correctness,median_se_total_correctness,pct_reach_se_ability_correctness,pct_se_total_le_0.25_correctness,pct_se_total_le_0.3_correctness
10,0.15,115,18.0,19.139130434782608,0.0,0.7043478260869566,0.28695652173913044,0.9499681533024623,0.9736249649082748,0.4544845821489381,0.24307692367386394,0.2701879624970302,0.2956521739130435,0.4608695652173913,0.5565217391304348
10,0.2,115,17.0,18.0,0.0,0.6173913043478261,0.3739130434782609,0.9498447172205587,0.9672483759235179,0.45463401248311147,0.24307692367386394,0.2701879624970302,0.3826086956521739,0.4434782608695652,0.5565217391304348
10,0.22,115,17.0,17.356521739130436,0.0,0.5565217391304348,0.43478260869565216,0.9500564924033347,0.967156650041651,0.45185824932077556,0.24307692367386394,0.2701879624970302,0.4434782608695652,0.4434782608695652,0.5565217391304348
10,0.25,115,15.0,16.530434782608694,0.0,0.4782608695652174,0.5130434782608696,0.9491152985136235,0.9652855736414758,0.46239648480685636,0.2491175159947083,0.2701879624970302,0.5217391304347826,0.30434782608695654,0.5565217391304348
10,0.27,115,14.0,15.88695652173913,0.0,0.43478260869565216,0.5478260869565217,0.9480778823704745,0.9646042793997298,0.4672247516841589,0.26739686605208784,0.28462865558540296,0.5652173913043478,0.2608695652173913,0.5478260869565217
10,0.3,115,13.0,14.982608695652173,0.0,0.41739130434782606,0.4,0.9471894660698489,0.9650487641599498,0.4762298881937029,0.29423446533621517,0.3066153683133292,0.5826086956521739,0.2608695652173913,0.4
10,0.32,115,13.0,14.521739130434783,0.0,0.391304347826087,0.3565217391304348,0.9461388142832385,0.9626991284991697,0.48352488852568865,0.3108774857146421,0.32348991262098786,0.6086956521739131,0.2608695652173913,0.3565217391304348
12,0.15,115,18.0,19.469565217391306,0.0,0.7043478260869566,0.28695652173913044,0.9503034356207665,0.9725757217191219,0.451744950312114,0.24307692367386394,0.2701879624970302,0.2956521739130435,0.4608695652173913,0.5565217391304348
12,0.2,115,17.0,18.530434782608694,0.0,0.6173913043478261,0.3739130434782609,0.9499975157126378,0.9668356964132575,0.4542285931445303,0.24307692367386394,0.2701879624970302,0.3826086956521739,0.45217391304347826,0.5565217391304348
12,0.22,115,17.0,17.94782608695652,0.0,0.5478260869565217,0.4434782608695652,0.950161054864693,0.9670545438439543,0.4517514438748578,0.24307692367386394,0.2701879624970302,0.45217391304347826,0.45217391304347826,0.5565217391304348
12,0.25,115,15.0,17.17391304347826,0.0,0.4782608695652174,0.5130434782608696,0.9489840458281862,0.9637926947230314,0.4638852431540845,0.2491175159947083,0.2701879624970302,0.5217391304347826,0.3217391304347826,0.5565217391304348
12,0.27,115,14.0,16.608695652173914,0.0,0.43478260869565216,0.5478260869565217,0.9480412790256443,0.9626697154676352,0.4703550957819618,0.2664684917112484,0.2827687633718495,0.5652173913043478,0.28695652173913044,0.5478260869565217
12,0.3,115,13.0,15.834782608695653,0.0,0.41739130434782606,0.45217391304347826,0.9476846819729854,0.9629534852481731,0.47547063440343657,0.29126658237641856,0.30484073810997225,0.5826086956521739,0.28695652173913044,0.45217391304347826
12,0.32,115,13.0,15.460869565217392,0.0,0.391304347826087,0.43478260869565216,0.9470414077148178,0.9625862983527459,0.4762896858513468,0.3081730802469458,0.32348991262098786,0.6086956521739131,0.28695652173913044,0.43478260869565216
15,0.15,115,19.0,20.82608695652174,0.0,0.7043478260869566,0.28695652173913044,0.9496450821812307,0.9687664127386908,0.44386214401121615,0.22479457361585,0.25922769261931505,0.2956521739130435,0.48695652173913045,0.5826086956521739
15,0.2,115,18.0,20.08695652173913,0.0,0.6086956521739131,0.3826086956521739,0.949413189862537,0.9652951363183622,0.4445980844048908,0.22479457361585,0.25922769261931505,0.391304347826087,0.48695652173913045,0.5826086956521739
15,0.22,115,18.0,19.48695652173913,0.0,0.5304347826086957,0.4608695652173913,0.9496553088225138,0.965475766221856,0.44036244867605284,0.22479457361585,0.25922769261931505,0.46956521739130436,0.48695652173913045,0.5826086956521739
15,0.25,115,17.0,18.8,0.0,0.45217391304347826,0.5391304347826087,0.9487820638365788,0.9643746262630821,0.4519289012790087,0.24671969843673539,0.2688505223895587,0.5478260869565217,0.4,0.5826086956521739
15,0.27,115,16.0,18.304347826086957,0.0,0.41739130434782606,0.5652173913043478,0.9482951906805814,0.9624291477750587,0.453192291369088,0.26404627673898295,0.2808670379792903,0.5826086956521739,0.3565217391304348,0.5739130434782609
15,0.3,115,15.0,17.608695652173914,0.0,0.391304347826087,0.48695652173913045,0.9473462948831156,0.9623605675382455,0.4676700111449781,0.2880939778255463,0.3025559792726358,0.6086956521739131,0.3565217391304348,0.48695652173913045
15,0.32,115,15.0,17.295652173913044,0.0,0.3739130434782609,0.46956521739130436,0.946920768189745,0.9619476309260361,0.4692389530106146,0.3031492355968918,0.3177113129889157,0.6260869565217392,0.3565217391304348,0.46956521739130436
20,0.15,115,22.0,23.4,0.0,0.7043478260869566,0.28695652173913044,0.9559076164336838,1.0044189878422183,0.40665643881383856,0.22479457361585,0.24584631856822511,0.2956521739130435,0.5130434782608696,0.5826086956521739
20,0.2,115,21.0,22.982608695652175,0.0,0.6086956521739131,0.3826086956521739,0.9559151576768521,1.0044629726393817,0.4061747921319588,0.22479457361585,0.24584631856822511,0.391304347826087,0.5130434782608696,0.5826086956521739
20,0.22,115,20.0,22.57391304347826,0.0,0.5217391304347826,0.46956521739130436,0.9560693373956937,1.0049883161529287,0.40272635077395813,0.22479457361585,0.24584631856822511,0.4782608695652174,0.5130434782608696,0.5826086956521739
20,0.25,115,20.0,22.034782608695654,0.0,0.43478260869565216,0.5565217391304348,0.9552505941697422,1.0038245282575875,0.4149997020625954,0.2455644739740429,0.2642199346439083,0.5652173913043478,0.4434782608695652,0.5826086956521739
20,0.27,115,20.0,21.660869565217393,0.0,0.40869565217391307,0.5739130434782609,0.9549991225918796,1.0033530432176252,0.41564822136238183,0.25878945848946877,0.27525835506719715,0.591304347826087,0.4260869565217391,0.5739130434782609
20,0.3,115,20.0,21.330434782608695,0.0,0.3826086956521739,0.5391304347826087,0.9541134530083648,1.0028134330957739,0.4304788450308382,0.2715080045900248,0.28445683512847053,0.6173913043478261,0.4260869565217391,0.5391304347826087
20,0.32,115,20.0,21.2,0.0,0.3565217391304348,0.5391304347826087,0.954210873322475,1.0029567244697601,0.4286390686013259,0.2715080045900248,0.28445683512847053,0.6434782608695652,0.4260869565217391,0.5391304347826087
25,0.15,115,25.0,27.252173913043478,0.0,0.6956521739130435,0.2956521739130435,0.9545981493411712,1.02132383571928,0.40675624171001706,0.21457556963042132,0.24584631856822511,0.30434782608695654,0.5217391304347826,0.6260869565217392
25,0.2,115,25.0,27.06086956521739,0.0,0.591304347826087,0.4,0.954551926377503,1.0214058772758403,0.4073144081046972,0.21457556963042132,0.24584631856822511,0.40869565217391307,0.5217391304347826,0.6260869565217392
25,0.22,115,25.0,26.669565217391305,0.0,0.48695652173913045,0.5043478260869565,0.9546445211718559,1.021690026670723,0.4040553202510423,0.21950751657341375,0.24584631856822511,0.5130434782608696,0.5217391304347826,0.6260869565217392
25,0.25,115,25.0,26.234782608695653,0.0,0.40869565217391307,0.5826086956521739,0.9539773290533748,1.0207444379739696,0.4154070348121325,0.23461843856377565,0.2610121150835381,0.591304347826087,0.45217391304347826,0.6260869565217392
25,0.27,115,25.0,25.973913043478262,0.0,0.3739130434782609,0.6086956521739131,0.9541729329898209,1.0208669768630492,0.4118957603396335,0.23722442748180048,0.266843805245129,0.6260869565217392,0.45217391304347826,0.6173913043478261
25,0.3,115,25.0,25.730434782608697,0.0,0.33043478260869563,0.5826086956521739,0.9537287412625604,1.0208400863612972,0.4196152858924549,0.23722442748180048,0.266843805245129,0.6695652173913044,0.45217391304347826,0.5826086956521739
25,0.32,115,25.0,25.582608695652173,0.0,0.30434782608695654,0.5826086956521739,0.9537948897041256,1.0204874313569063,0.4175906273927607,0.23722442748180048,0.266843805245129,0.6956521739130435,0.45217391304347826,0.5826086956521739
