atlas_idx,item_id,subtask,split_index,question
1,7535340140a86734,murder_mysteries,0,"In an adrenaline inducing bungee jumping site, Mack's thrill-seeking adventure came to a gruesom"
2,2f0bd63103506f27,murder_mysteries,1,"In an adrenaline inducing bungee jumping site, Mack's thrill-seeking adventure came to a gruesom"
3,34c49b295ea124e1,murder_mysteries,10,"In the eerie silence of a roller rink, a man named Clarence met his startling end by a trident, "
4,faca6b2359a55678,murder_mysteries,100,"In the midst of the arid desert, Jerry's life was brutally extinguished with a lead pipe, and no"
5,ffea315f5fc45b69,murder_mysteries,101,"In the midst of the arid desert, Jerry's life was brutally extinguished with a lead pipe, and no"
6,f3f7366fcb849992,murder_mysteries,102,"In the dimly lit corners of a rundown motel, Jimmy's life was abruptly silenced by the ominous e"
7,d7425c82c0c29640,murder_mysteries,103,"In the dimly lit corners of a rundown motel, Jimmy's life was abruptly silenced by the ominous e"
8,0c7579c714cf44fd,murder_mysteries,104,"In the chilling silence of a hockey rink, Marvin's life was brutally ended with a machete, leavi"
9,daed19f00b60edcb,murder_mysteries,105,"In the chilling silence of a hockey rink, Marvin's life was brutally ended with a machete, leavi"
10,40113d67fd47c536,murder_mysteries,106,"When Howard was found dead in his home office, strangled by a coil of barbed wire, it fell to De"
11,ab7d273b8ab265f9,murder_mysteries,107,"When Howard was found dead in his home office, strangled by a coil of barbed wire, it fell to De"
12,4f2770f77a402206,murder_mysteries,108,"In the eerie silence of the swamp, Charlie's life was claimed by a crossbow, leaving Detective W"
13,efec30f73be76264,murder_mysteries,109,"In the eerie silence of the swamp, Charlie's life was claimed by a crossbow, leaving Detective W"
14,6c64517f985b8c3a,murder_mysteries,11,"In the eerie silence of a roller rink, a man named Clarence met his startling end by a trident, "
15,0ab79a0ccc465bf9,murder_mysteries,110,"In the winding passages of a labyrinth, Lauren meets her untimely death by nail gun, pulling Det"
16,e05044a60074e54f,murder_mysteries,111,"In the winding passages of a labyrinth, Lauren meets her untimely death by nail gun, pulling Det"
17,bfe62aa0aee8bdf0,murder_mysteries,112,"In the quiet tranquility of a mosque, Erika met her untimely death by a sickle, and it's up to t"
18,f0e1cc4f118a97e3,murder_mysteries,113,"In the quiet tranquility of a mosque, Erika met her untimely death by a sickle, and it's up to t"
19,615807e22430df2a,murder_mysteries,114,"In the neon glow of a laser tag arena, Jacqueline's life is abruptly ended by snake venom, leavi"
20,b7080cf9278fa4f0,murder_mysteries,115,"In the neon glow of a laser tag arena, Jacqueline's life is abruptly ended by snake venom, leavi"
21,6573e28434fce590,murder_mysteries,116,"In the heart of the rainforest, Jesse meets his gruesome end by a lawnmower, leaving Detective W"
22,0bfd3fd80d2cb463,murder_mysteries,117,"In the heart of the rainforest, Jesse meets his gruesome end by a lawnmower, leaving Detective W"
23,01778b08ce1c0931,murder_mysteries,118,"When the grisly sight of Hugo's lifeless body, axed to death at a campground, meets Detective Wi"
24,94b3f37ebeba4432,murder_mysteries,119,"When the grisly sight of Hugo's lifeless body, axed to death at a campground, meets Detective Wi"
25,4af82adf6e987af8,murder_mysteries,12,"In the sleepy town of Mapleton, the unusual murder of Stella by a nunchaku in her own kitchen ha"
26,512175115a59024f,murder_mysteries,120,"In the tranquil solitude of a secluded chalet, Clyde meets an untimely death from snake venom; a"
27,729451778dd1a178,murder_mysteries,121,"In the tranquil solitude of a secluded chalet, Clyde meets an untimely death from snake venom; a"
