outer_fold,selected_ridge,candidate_id,minimum_scenarios,conditional_se_target,selector,n_models,n_inner_folds,replay_success_rate,mwle_convergence_rate,nominal_precision_rate,nominal_precision_lower_95_ci,recovery_n,recovery_correlation,recovery_correlation_lower_95_ci,recovery_slope,recovery_mae,recovery_bias,disjoint_n_cells,disjoint_log_loss,disjoint_brier,disjoint_accuracy,disjoint_pass_rate_mae,disjoint_pass_rate_bias,mean_scenario_count,p90_scenario_count,mean_random_scenario_count,scenario_reduction_vs_random,scenario_reduction_lower_95_ci,scenario_reduction_upper_95_ci,paired_ci_favors_cat,fit_cache_keys,all_gates_pass,failed_gates,gate_results_json,parameter_bootstrap_gate,total_uncertainty_tiebreak
0,0.1,floor_00__se_0p20__selector_trace,0,0.2,trace,41,4,1.0,1.0,1.0,0.914332429815568,41,0.9301561647785671,0.8847802207847839,0.7196504478309684,0.7676820689759584,0.389173604860894,16695,0.4553979049612208,0.13912164499521812,0.8058101227912549,0.09476765693782939,0.0327816782355457,4.7560975609756095,7.0,29.73170731707317,0.8400328137817883,0.8106482436241149,0.863673835672648,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_slope|disjoint_pass_rate_mae|absolute_disjoint_pass_rate_bias,"{""absolute_disjoint_pass_rate_bias"": false, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": true, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
0,0.1,floor_00__se_0p20__selector_dopt,0,0.2,dopt,41,4,1.0,1.0,1.0,0.914332429815568,41,0.9320932470502805,0.8881441009410095,0.6656442221782627,0.7670398964545534,0.36937784664327306,16695,0.4475381095046246,0.13651383157285923,0.8099430967355495,0.09303882628577574,0.027462614730499692,5.926829268292683,7.0,29.73170731707317,0.800656275635767,0.7687406212905104,0.8270896738398557,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_slope|disjoint_pass_rate_mae,"{""absolute_disjoint_pass_rate_bias"": true, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": true, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
0,0.1,floor_00__se_0p25__selector_trace,0,0.25,trace,41,4,1.0,1.0,1.0,0.914332429815568,41,0.9062038260366116,0.8507111690119118,0.6879414991311575,0.8900108716564867,0.48235764031351647,16695,0.4670460632996957,0.1425621089306653,0.8001197963462114,0.10132737772827727,0.039106337044411486,3.7804878048780486,5.0,21.317073170731707,0.8226544622425629,0.7807714819673242,0.8535217179945344,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_slope|disjoint_pass_rate_mae|absolute_disjoint_pass_rate_bias,"{""absolute_disjoint_pass_rate_bias"": false, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": true, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
0,0.1,floor_00__se_0p25__selector_dopt,0,0.25,dopt,41,4,1.0,1.0,1.0,0.914332429815568,41,0.9132523683859277,0.8711199699753014,0.6771160826937289,0.8225403625342541,0.39949024142578626,16695,0.4501270963660439,0.13719340929850687,0.8098233003893381,0.09214998755527486,0.02674462318578865,4.878048780487805,6.0,21.317073170731707,0.7711670480549199,0.7201633067666823,0.8065502178330147,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_slope|disjoint_pass_rate_mae,"{""absolute_disjoint_pass_rate_bias"": true, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": true, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
0,0.1,floor_00__se_0p30__selector_trace,0,0.3,trace,41,4,1.0,1.0,1.0,0.914332429815568,41,0.8892678627226613,0.8211185024354752,0.6604125190507254,0.94271229761874,0.447226955620901,16695,0.4772885903930106,0.14562238983658135,0.7969451931716083,0.10806160008206597,0.03573817348339725,3.6097560975609757,5.0,14.707317073170731,0.7545605306799337,0.6826697433276449,0.8054403408193064,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_correlation_lower_95_ci|recovery_slope|disjoint_pass_rate_mae|absolute_disjoint_pass_rate_bias,"{""absolute_disjoint_pass_rate_bias"": false, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": false, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
0,0.1,floor_00__se_0p30__selector_dopt,0,0.3,dopt,41,4,1.0,1.0,1.0,0.914332429815568,41,0.9121157445485537,0.8698008436090185,0.6789895167440061,0.8269957413350573,0.3950348626249832,16695,0.4502990376302356,0.13715016831898377,0.8101826894279724,0.09280721199321118,0.026087398747852333,4.829268292682927,6.0,14.707317073170731,0.6716417910447761,0.5876241381031198,0.7322642472062162,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_slope|disjoint_pass_rate_mae,"{""absolute_disjoint_pass_rate_bias"": true, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": true, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
0,0.1,floor_00__se_0p35__selector_trace,0,0.35,trace,41,4,1.0,1.0,1.0,0.914332429815568,41,0.8849280072546623,0.8195372936401494,0.6513257769007049,0.9588055756165601,0.4311336776230808,16695,0.4802101774103232,0.14641323906773437,0.7964061096136568,0.10983951160848147,0.03396026195698174,3.5853658536585367,5.0,10.78048780487805,0.6674208144796381,0.5774203174736137,0.732666673594081,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_correlation_lower_95_ci|recovery_slope|disjoint_pass_rate_mae|absolute_disjoint_pass_rate_bias,"{""absolute_disjoint_pass_rate_bias"": false, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": false, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
0,0.1,floor_00__se_0p35__selector_dopt,0,0.35,dopt,41,4,1.0,1.0,1.0,0.914332429815568,41,0.9121157445485537,0.8704259541791596,0.6789895167440061,0.8269957413350573,0.3950348626249832,16695,0.4502990376302356,0.13715016831898377,0.8101826894279724,0.09280721199321118,0.026087398747852333,4.829268292682927,6.0,10.78048780487805,0.5520361990950227,0.44959128065395093,0.6266716417910448,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_slope|disjoint_pass_rate_mae,"{""absolute_disjoint_pass_rate_bias"": true, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": true, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
0,0.1,floor_05__se_0p20__selector_trace,5,0.2,trace,41,4,1.0,1.0,1.0,0.914332429815568,41,0.9320189822290925,0.886461521573132,0.6975545238944239,0.7872123510340384,0.3835996294952517,16695,0.45432372800618714,0.13900037258234318,0.8053309374064092,0.09468157415549928,0.03105185727419643,5.439024390243903,7.0,29.73170731707317,0.8170631665299426,0.7876012237831528,0.8392780258145434,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_slope|disjoint_pass_rate_mae|absolute_disjoint_pass_rate_bias,"{""absolute_disjoint_pass_rate_bias"": false, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": true, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
0,0.1,floor_05__se_0p20__selector_dopt,5,0.2,dopt,41,4,1.0,1.0,1.0,0.914332429815568,41,0.9320485055436772,0.8891762470509447,0.6693391151721003,0.7597864017270681,0.36037382681510954,16695,0.4468306650368814,0.1363202268282928,0.8101227912548667,0.09241873666112799,0.026554709038278407,6.024390243902439,7.0,29.73170731707317,0.7973748974569319,0.7656227930790961,0.8218058853663613,True,"[""1f7aa6198cf912af6cde387bc389679b5c9306df339546cc38d1d2dd47f2a2e9"", ""41a1d328615c8b8742e7fc50f3af7f09e44f3b4f8334907100e547b227b87453"", ""597bb25cfda9f0d22514e8e5bc32612b12818bcfd9a74c16f62fc148dacb35e6"", ""c01f9eb40b912fbb1ca3aca64cf19f1bab3eb25ad53b204f1308c6377d268927""]",False,recovery_slope|disjoint_pass_rate_mae,"{""absolute_disjoint_pass_rate_bias"": true, ""disjoint_pass_rate_mae"": false, ""mwle_convergence_rate"": true, ""nominal_precision_lower_95_ci"": true, ""nominal_precision_rate"": true, ""paired_ci_favors_cat"": true, ""recovery_correlation_lower_95_ci"": true, ""recovery_slope"": false, ""replay_success_rate"": true, ""scenario_reduction_vs_random"": true}",deferred_to_phase4_not_applied,deferred_to_phase4_not_available
