model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
01-ai/Yi-1.5-6B,0.08938051649936425,-0.49999993619556105,11,0.09847908439190863,0.5893804526949253
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,-0.02471541948874887,-0.5999999999999996,17,0.07506235552959079,0.5752845805112508
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.08938051649936425,-0.6999999798562899,11,0.09847908439190863,0.7893804963556542
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,-1.9984204693955798,-1.1797599084007993,49,0.09957430336473176,0.8186605609947806
BlackBeenie/Neos-Llama-3.1-base,-3.8999247259555094,-1.0000323585596058,51,0.09992700893773038,2.8998923673959034
BramVanroy/fietje-2-chat,0.2027063796986887,-0.19974073583001967,15,0.06802377055724201,0.4024471155287084
BramVanroy/fietje-2-instruct,-0.4311849306965889,-0.20000001779719884,12,0.08969509413266649,0.23118491289939008
Daemontatox/Zirel_1.5,-0.07338001915044391,-0.500000783322801,13,0.09816006669852066,0.42662076417235706
DavieLion/Llama-3.2-1B-SPIN-iter3,-1.93106303323507,-1.438227804432334,51,0.09933041730788345,0.492835228802736
DeepMount00/Lexora-Lite-3B,0.4535936657005179,-0.09917059551036914,8,0.0761841293912894,0.5527642612108871
EpistemeAI/Athena-gemma-2-2b-it,0.08930284263259175,-0.49995107710947123,14,0.09014911466428137,0.589253919742063
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.08938051649936425,-0.3000014194224032,11,0.09847908439190863,0.38938193592176745
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,-0.6005367336626268,-0.5999999999974381,8,0.013099372754777459,0.0005367336651886934
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,-0.040028759145409744,-0.6000000000000582,19,0.08421363399711741,0.5599712408546484
J-LAB/Thynk_orpo,0.15860185217802422,-0.20005003441625363,8,0.08550617470483428,0.3586518865942778
JayHyeon/Qwen-0.5B-DPO-5epoch,-0.42206829380804733,-0.8973197310974123,8,0.049343816867713296,0.4752514372893649
JayHyeon/Qwen2.5-0.5B-SFT,-3.520980619548871,-0.9999999999969741,19,0.08420326050083193,2.520980619551897
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,-3.6273478806579114,-1.000000876653806,15,0.09887207979479798,2.6273470040041054
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,-1.301969634584057,-0.7000011161667856,12,0.09818696600431458,0.6019685184172714
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,-1.2702325082272332,-0.7000000000091802,9,0.0906139590803048,0.570232508218053
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-3ep_0alp_5lam,-1.2702325082272332,-0.8999999999999999,9,0.0906139590803048,0.3702325082272333
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-3ep_0alp_0lam,-1.2702325082272332,-0.8999999999999999,9,0.0906139590803048,0.3702325082272333
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,-1.2702325082272332,-0.8999999999988965,9,0.0906139590803048,0.37023250822833675
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,-1.2702325082272332,-0.8999999999999999,9,0.0906139590803048,0.3702325082272333
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,-1.2702325082272332,-0.8999999999999999,9,0.0906139590803048,0.3702325082272333
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,-1.2702325082272332,-0.8999999999999999,9,0.0906139590803048,0.3702325082272333
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,-1.2702325082272332,-0.8999999999999974,9,0.0906139590803048,0.37023250822723586
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,-1.405715817332347,-0.8999999993147612,18,0.09728931726423748,0.5057158180175858
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,-1.2702325082272332,-0.8999885238005847,9,0.0906139590803048,0.3702439844266485
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,-1.2732511536836344,-0.9999999998316544,10,0.09505128073769785,0.27325115385197996
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,-0.7071272075582526,-1.0998942157964646,8,0.036867001282125104,0.392767008238212
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,-0.7028192666447752,-0.8999999940495637,8,0.016878277625530003,0.19718072740478843
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,-1.2702325082272332,-0.9,9,0.0906139590803048,0.3702325082272332
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,-0.7028192666447752,-0.8999999999933869,8,0.016878277625530003,0.19718073334861164
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.1,-1.2702325082272332,-0.8999999999999999,9,0.0906139590803048,0.3702325082272333
LEESM/llama-2-7b-hf-lora-oki10p,-3.7255422239528393,-0.7001262716242866,51,0.09354297378551225,3.0254159523285526
LilRg/10PRYMMAL-3B-slerp,1.078569750574534,-0.19999969980374074,8,0.0958277499131804,1.2785694503782747
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,-0.6168385574482175,-1.0999999999999974,8,0.041726618309262026,0.48316144255177995
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.155544660900665,-0.399213366685037,10,0.08552709100106097,0.554758027585702
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,-0.18464430622777736,-1.1000000001479213,9,0.09988286127879502,0.9153556939201439
NotASI/FineTome-v1.5-Llama3.2-1B-1007,-0.18464430622777736,-1.0,9,0.09988286127879502,0.8153556937722226
NousResearch/Hermes-3-Llama-3.2-3B,-0.41650263476833127,-0.40130495978878794,18,0.048014624383379806,0.01519767497954333
Novaciano/ASTAROTH-3.2-1B,-0.6388293958175842,-1.0128393577106025,10,0.07498392134586077,0.3740099618930183
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,-0.02471541948874887,-0.5999999999999996,17,0.07506235552959079,0.5752845805112508
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,0.4535936657005179,-0.6000004730248268,8,0.0761841293912894,1.0535941387253447
Qwen/Qwen2.5-3B-Instruct,0.4535936657005179,-0.3000136874866059,8,0.0761841293912894,0.7536073531871238
RezVortex/Jajuka-3b,-0.02471541948874887,-0.5999999999999996,17,0.07506235552959079,0.5752845805112508
Sakalti/Sailor-japanese,-3.6874894167159296,-1.2000002241064172,93,0.0982209512906448,2.4874891926095124
Sakalti/Saka-1.5B,-0.6020808978079939,-0.6050184786466482,8,0.024531176601060932,0.0029375808386542523
Sakalti/tara-3.8B,1.078569750574534,-0.39999999797517827,8,0.0958277499131804,1.4785697485497122
SultanR/SmolTulu-1.7b-Reinforced,-0.5359743740307785,-0.5999999999999996,8,0.04986541258605248,0.06402562596922112
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,1.078569750574534,0.19997709754780765,8,0.0958277499131804,0.8785926530267263
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,-0.6725889509345309,-0.6968119546721494,8,0.044899704668833196,0.024223003737618543
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,-0.5049774200228436,-1.00000000000158,8,0.022729674017704586,0.49502257997873644
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,-0.44124224786882243,-0.9992454460881182,10,0.07411944389486508,0.5580031982192957
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,-0.41838688081199493,-0.5999999999999996,8,0.04637787085370399,0.1816131191880047
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,-0.511065366376089,-0.34936352471524734,8,0.03317171196510261,0.16170184166084167
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,-0.5321900594648477,-0.49999999999761846,8,0.051226408252439015,0.03219005946722919
akhadangi/Llama3.2.1B.0.1-Last,-0.6005367336626268,-0.5999999999999996,8,0.013099372754777459,0.0005367336626271868
allenai/OLMo-7B-Instruct-hf,-0.6020808978079939,-0.5999999999999996,8,0.024531176601060932,0.002080897807994253
anakin87/gemma-2b-orpo,-0.4360755171099979,-0.9999973675255153,8,0.04896908008549379,0.5639218504155173
arcee-ai/raspberry-3B,0.15860185217802422,-0.4000000000011412,8,0.08550617470483428,0.5586018521791655
awnr/Mistral-7B-v0.1-signtensors-1-over-4,-1.277438165257419,-1.0,14,0.09360425195639738,0.27743816525741893
bamec66557/VICIOUS_MESH-12B,0.30758159495746706,-0.2002745888932197,11,0.08340173147770599,0.5078561838506868
bunnycore/Llama-3.2-3B-Della,0.4535936657005179,-0.8999999999999941,8,0.0761841293912894,1.353593665700512
bunnycore/QwQen-3B-LCoT,0.4535936657005179,0.1983115715516273,8,0.0761841293912894,0.2552820941488906
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,0.4535936657005179,-0.19999996694153388,8,0.0761841293912894,0.6535936326420517
bunnycore/Smol-Llama-3.2-3B,-0.02471541948874887,-0.6000003494692622,17,0.07506235552959079,0.5752849299805133
carsenk/phi3.5_mini_exp_825_uncensored,-2.6759554235534986,-1.1000000000000738,25,0.09725839679117404,1.5759554235534248
cjvt/GaMS-1B,-1.2702325082272332,-1.0,9,0.0906139590803048,0.2702325082272332
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,-0.6725889509345309,-0.900000012261933,8,0.044899704668833196,0.2274110613274022
dwikitheduck/gemma-2-2b-id-inst,0.07023756770567795,-0.5999999999999996,14,0.09466863985969243,0.6702375677056776
dwikitheduck/gemma-2-2b-id-instruct,0.07023756770567795,-0.5999999999999996,14,0.09466863985969243,0.6702375677056776
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,-1.3825131143997795,-0.9000096214155442,15,0.09905713365742355,0.48250349298423534
godlikehhd/alpaca_data_ifd_min_2600,-0.511065366376089,-0.3335571274099064,8,0.03317171196510261,0.17750823896618262
godlikehhd/alpaca_data_score_max_0.3_2600,-1.5365012021997402,-0.5000000001869395,16,0.09965840310980817,1.0365012020128006
godlikehhd/alpaca_data_score_max_2500,-1.302725364632202,-0.4000000096947227,21,0.08757828839241924,0.9027253549374792
google/flan-t5-base,-0.6020808978079939,-0.5000000001755532,8,0.024531176601060932,0.10208089763244066
hotmailuser/QwenSlerp2-3B,-0.29075963552258577,-0.05930902027816652,8,0.09274917208129205,0.23145061524441923
iFaz/llama31_8B_en_emo_v4,-0.42561936859014715,-0.5999994225457482,8,0.08549629450757389,0.17438005395560108
ibm-granite/granite-3.1-2b-base,-0.01965800978946061,-0.4850305654496129,14,0.05241955226339556,0.46537255566015234
jaspionjader/test-11,0.30758159495746706,-0.19999975477189127,11,0.08340173147770599,0.5075813497293583
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,-3.751571445048603,-0.699999999997766,69,0.09979354885184083,3.051571445050837
macadeliccc/magistrate-3.2-3b-base,-3.745150325239795,-0.5999999999999955,55,0.09945384485839776,3.145150325239799
microsoft/Phi-3.5-mini-instruct,0.6263379379754008,-0.3001403776189642,8,0.0630646770896534,0.926478315594365
microsoft/Phi-4-mini-instruct,-1.583303551665407,-0.019161139458134455,16,0.09841265469345874,1.5641424122072727
mrdayl/OpenCognito-r1,-0.29075963552258577,-0.03371388782053045,8,0.09274917208129205,0.25704574770205535
mrdayl/OpenThink,-0.5783617995862653,-0.9000000000000218,8,0.04292322718078991,0.32163820041375646
ngxson/MiniThinky-1B-Llama-3.2,-0.6168385574482175,-1.200000019319002,8,0.041726618309262026,0.5831614618707844
