model,pirt_accuracy,theta,n_subset_items,n_all_items,actual_accuracy,se_reached,error,abs_error,squared_error
01-ai/Yi-1.5-6B,0.18882052440610306,-0.636190228650239,11,579,0.3385146804835924,0.2946589614492354,-0.14969415607748934,0.14969415607748934,0.02240834036375174
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.33547026041044825,0.3681171260446379,8,579,0.39378238341968913,0.15745144249924162,-0.05831212300924088,0.05831212300924088,0.0034003036898448396
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.33547026041044825,0.3681171260446379,8,579,0.38341968911917096,0.15745144249924162,-0.04794942870872271,0.04794942870872271,0.0022991477134928816
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,0.25901670968096807,-0.04336110194885999,8,579,0.22797927461139897,0.21773207489045962,0.031037435069569103,0.031037435069569103,0.000963322375697718
BlackBeenie/Neos-Llama-3.1-base,0.12625713427311727,-1.7456528780089529,63,579,0.19516407599309155,0.2999544890094196,-0.06890694171997427,0.06890694171997427,0.004748166617199931
BramVanroy/fietje-2-chat,0.18226388954844336,-0.6911796236615542,10,579,0.24352331606217617,0.2765715196587419,-0.06125942651373281,0.06125942651373281,0.0037527173367914307
BramVanroy/fietje-2-instruct,0.1790047466833137,-0.7394575977871334,11,579,0.22279792746113988,0.27363699631498967,-0.04379318077782618,0.04379318077782618,0.0019178426826393644
Daemontatox/Zirel_1.5,0.1344270553790678,-1.4602258277830993,42,579,0.23661485319516407,0.27578041779373125,-0.10218779781609627,0.10218779781609627,0.01044234602250337
DavieLion/Llama-3.2-1B-SPIN-iter3,0.31093497676343246,0.2515469644634039,8,579,0.3316062176165803,0.16669385852771584,-0.020671240853147865,0.020671240853147865,0.0004273001984088493
DeepMount00/Lexora-Lite-3B,0.25901670968096807,-0.04336110194885999,8,579,0.24006908462867013,0.21773207489045962,0.01894762505229794,0.01894762505229794,0.0003590124951224685
EpistemeAI/Athena-gemma-2-2b-it,0.15283392754306988,-1.1207722387490358,20,579,0.28324697754749567,0.2730925918682912,-0.1304130500044258,0.1304130500044258,0.017007563611456864
