model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
01-ai/Yi-1.5-6B,-0.4134621668523446,0.17284907358378604,21,0.1953811715186072,0.5863112404361306
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.3681171260446379,0.5768575973852595,8,0.15745144249924162,0.20874047134062163
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.3681171260446379,0.5444883017172382,8,0.15745144249924162,0.17637117567260024
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,-0.0032469082217501666,-0.0476366896949318,11,0.1914217028303832,0.044389781473181636
BlackBeenie/Neos-Llama-3.1-base,-1.383738452114081,-0.8379787039123342,142,0.1969457656180477,0.5457597482017468
BramVanroy/fietje-2-chat,-0.7093612123437147,-0.3878540530020579,23,0.19775115884558736,0.32150715934165686
BramVanroy/fietje-2-instruct,-0.862500289268445,-0.4852036512122425,32,0.194325601308359,0.3772966380562025
Daemontatox/Zirel_1.5,-1.1841813995258537,-0.3616032377658753,99,0.19876432410672173,0.8225781617599783
DavieLion/Llama-3.2-1B-SPIN-iter3,0.2515469644634039,0.34840499796486335,8,0.16669385852771584,0.09685803350145944
DeepMount00/Lexora-Lite-3B,-0.12035058343260367,-0.2408103586064946,12,0.19387293535388445,0.12045977517389093
EpistemeAI/Athena-gemma-2-2b-it,-0.844452368982017,-0.1568981457062337,34,0.19418976544464395,0.6875542232757833
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,-0.2923597235518426,-0.09657815765476363,15,0.19356701103110918,0.19578156589707896
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,0.3681171260446379,0.5238545988352524,8,0.15745144249924162,0.1557374727906145
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.3681171260446379,0.5739874047398573,8,0.15745144249924162,0.2058702786952194
J-LAB/Thynk_orpo,-0.310315532173118,0.007691354317524733,14,0.1957336591331161,0.31800688649064274
JayHyeon/Qwen-0.5B-DPO-5epoch,-0.713360296533087,-0.36632436113875916,27,0.19856584976466787,0.3470359353943278
JayHyeon/Qwen2.5-0.5B-SFT,-0.08288215185945988,0.19050677337389707,15,0.19688410889640964,0.27338892523335695
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,-0.05353462563226303,0.3549923695296674,16,0.1946508357293508,0.4085269951619304
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,0.22019914583472142,0.3959754496793314,8,0.19327068893900198,0.17577630384461
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,0.22019914583472142,0.23993522402056225,8,0.19327068893900198,0.019736078185840833
