model,pirt_accuracy,theta,n_subset_items,n_all_items,actual_accuracy,se_reached,error,abs_error,squared_error
01-ai/Yi-1.5-6B,0.2588728704367562,-0.05551445942195127,108,579,0.3385146804835924,0.09916376531792334,-0.07964181004683618,0.07964181004683618,0.006342817907536337
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.3389696056680358,0.3775751638738578,22,579,0.39378238341968913,0.09396430842673215,-0.05481277775165333,0.05481277775165333,0.0030044406048521425
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.33416722792345865,0.35613574291142097,23,579,0.38341968911917096,0.09590725836426858,-0.049252461195712305,0.049252461195712305,0.0024258049338351465
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,0.31603691687545743,0.26228197948684784,38,579,0.22797927461139897,0.09911394037564462,0.08805764226405846,0.08805764226405846,0.007754148361104895
BlackBeenie/Neos-Llama-3.1-base,0.21569417278347552,-0.841338581755998,400,579,0.19516407599309155,0.12654743087258666,0.020530096790383978,0.020530096790383978,0.0004214848742225345
BramVanroy/fietje-2-chat,0.23131342514235015,-0.39208914742024836,400,579,0.24352331606217617,0.10285590762602982,-0.012209890919826022,0.012209890919826022,0.00014908143627404994
BramVanroy/fietje-2-instruct,0.20939034125278866,-0.4978145845917429,400,579,0.22279792746113988,0.11204735718837672,-0.013407586208351224,0.013407586208351224,0.00017976336793436995
Daemontatox/Zirel_1.5,0.24162738852119725,-0.37368886776170906,400,579,0.23661485319516407,0.10093737858700033,0.005012535326033185,0.005012535326033185,2.512551039473061e-05
DavieLion/Llama-3.2-1B-SPIN-iter3,0.3217977139259557,0.2953510790720161,32,579,0.3316062176165803,0.0979788216219064,-0.009808503690624637,0.009808503690624637,9.620674464899712e-05
DeepMount00/Lexora-Lite-3B,0.22923622209517128,-0.2693314413840175,312,579,0.24006908462867013,0.09994825905651712,-0.010832862533498855,0.010832862533498855,0.00011735091066968322
EpistemeAI/Athena-gemma-2-2b-it,0.2347358543354696,-0.3004330322999109,196,579,0.28324697754749567,0.09984220841220137,-0.04851112321202608,0.04851112321202608,0.0023533290752923756
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.2501336665500644,-0.12002108807300453,167,579,0.26252158894645944,0.099820638071353,-0.012387922396395024,0.012387922396395024,0.00015346062129910544
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,0.33416722792345865,0.35613574291142097,23,579,0.37823834196891193,0.09590725836426858,-0.044071114045453275,0.044071114045453275,0.0019422630932073488
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.3389696056680358,0.3775751638738578,22,579,0.39378238341968913,0.09396430842673215,-0.05481277775165333,0.05481277775165333,0.0030044406048521425
J-LAB/Thynk_orpo,0.24585411393401635,-0.17119941324085747,143,579,0.29533678756476683,0.09972691388737184,-0.049482673630750484,0.049482673630750484,0.0024485349896473693
