model,theta_cat,theta_full,n_subset_items,se_reached,theta_abs_error
01-ai/Yi-1.5-6B,-0.636190228650239,0.17284907358378604,11,0.2946589614492354,0.809039302234025
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,0.3681171260446379,0.5768575973852595,8,0.15745144249924162,0.20874047134062163
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,0.3681171260446379,0.5444883017172382,8,0.15745144249924162,0.17637117567260024
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,-0.04336110194885999,-0.0476366896949318,8,0.21773207489045962,0.004275587746071813
BlackBeenie/Neos-Llama-3.1-base,-1.7456528780089529,-0.8379787039123342,63,0.2999544890094196,0.9076741740966187
BramVanroy/fietje-2-chat,-0.6911796236615542,-0.3878540530020579,10,0.2765715196587419,0.3033255706594963
BramVanroy/fietje-2-instruct,-0.7394575977871334,-0.4852036512122425,11,0.27363699631498967,0.25425394657489087
Daemontatox/Zirel_1.5,-1.4602258277830993,-0.3616032377658753,42,0.27578041779373125,1.098622590017224
DavieLion/Llama-3.2-1B-SPIN-iter3,0.2515469644634039,0.34840499796486335,8,0.16669385852771584,0.09685803350145944
DeepMount00/Lexora-Lite-3B,-0.04336110194885999,-0.2408103586064946,8,0.21773207489045962,0.19744925665763463
EpistemeAI/Athena-gemma-2-2b-it,-1.1207722387490358,-0.1568981457062337,20,0.2730925918682912,0.963874093042802
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,-0.243867538027824,-0.09657815765476363,8,0.2453629433201998,0.14728938037306036
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.2,0.3681171260446379,0.5238545988352524,8,0.15745144249924162,0.1557374727906145
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,0.3681171260446379,0.5739874047398573,8,0.15745144249924162,0.2058702786952194
J-LAB/Thynk_orpo,-0.332254958147793,0.007691354317524733,8,0.24807403472640513,0.3399463124653177
JayHyeon/Qwen-0.5B-DPO-5epoch,-0.5625794958660209,-0.36632436113875916,10,0.2992327018302011,0.1962551347272617
JayHyeon/Qwen2.5-0.5B-SFT,-0.29030730803193505,0.19050677337389707,10,0.29527540264597074,0.48081408140583215
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,0.06501068571519457,0.3549923695296674,8,0.25508413169713734,0.2899816838144728
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,0.22019914583472142,0.3959754496793314,8,0.19327068893900198,0.17577630384461
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,0.22019914583472142,0.23993522402056225,8,0.19327068893900198,0.019736078185840833
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-3ep_0alp_5lam,0.22019914583472142,0.2051621378257172,8,0.19327068893900198,0.015037008009004205
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-3ep_0alp_0lam,0.22019914583472142,0.20085860701841818,8,0.19327068893900198,0.019340538816303238
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,0.22019914583472142,0.2548020701965443,8,0.19327068893900198,0.03460292436182286
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,0.22019914583472142,0.2551979496840039,8,0.19327068893900198,0.03499880384928247
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,0.10707114621904835,0.09623288162113107,8,0.255752747381368,0.010838264597917285
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,0.22019914583472142,0.2446417935013629,8,0.19327068893900198,0.024442647666641476
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,0.22019914583472142,0.21868654487691752,8,0.19327068893900198,0.0015126009578038946
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,0.22019914583472142,0.3037655809166392,8,0.19327068893900198,0.08356643508191777
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,0.22019914583472142,0.17464043276581848,8,0.19327068893900198,0.04555871306890294
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,-0.6493527660940801,-0.12613999099264928,8,0.29314466471625444,0.5232127751014308
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,-0.8097134162654487,-0.3184261911960195,10,0.29258258015488425,0.4912872250694292
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,0.02457384052940489,-0.003923585086505876,8,0.25674655215928577,0.028497425615910767
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,0.22019914583472142,0.22331774329419893,8,0.19327068893900198,0.0031185974594775123
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,0.02457384052940489,0.018967500079029993,8,0.25674655215928577,0.005606340450374898
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.1,1.3562121408477679,0.2603001042512412,8,0.10191732783022239,1.0959120365965267
LEESM/llama-2-7b-hf-lora-oki10p,-0.8253349238530624,-0.2715443261808723,10,0.2977188306128304,0.5537905976721901
LilRg/10PRYMMAL-3B-slerp,-1.0290837036998635,0.12306260799588335,13,0.29979652227248604,1.1521463116957469
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.3681171260446379,0.5458915391650023,8,0.15745144249924162,0.1777744131203644
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.3681171260446379,0.536369162015473,8,0.15745144249924162,0.1682520359708351
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,-0.8267625428042864,-0.2884882760015206,10,0.295266323265522,0.5382742668027658
NotASI/FineTome-v1.5-Llama3.2-1B-1007,-1.0924452301511716,-0.2639681466908283,17,0.28776347601263624,0.8284770834603432
NousResearch/Hermes-3-Llama-3.2-3B,0.11032412245532008,0.3690535879852538,8,0.21888265752780073,0.2587294655299337
Novaciano/ASTAROTH-3.2-1B,0.3681171260446379,0.43491370748960423,8,0.15745144249924162,0.06679658144496631
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,-0.04336110194885999,0.03525534060180659,8,0.21773207489045962,0.07861644255066658
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,-0.04336110194885999,-0.0036962001703196024,8,0.21773207489045962,0.03966490177854039
Qwen/Qwen2.5-3B-Instruct,-0.17895841413878932,-0.057287769004722586,8,0.23507029379925345,0.12167064513406674
RezVortex/Jajuka-3b,0.3681171260446379,0.460905212200515,8,0.15745144249924162,0.09278808615587708
Sakalti/Sailor-japanese,-0.6916659986600083,-0.28774886271475464,8,0.2973762326566145,0.4039171359452537
Sakalti/Saka-1.5B,-0.14066060781454,0.2706405083380722,8,0.22574563244853663,0.4113011161526122
Sakalti/tara-3.8B,-1.249121509102949,-0.19384812257793424,20,0.299096197966566,1.0552733865250148
SultanR/SmolTulu-1.7b-Reinforced,-0.9546534990834381,-0.3764618330831553,12,0.2958000101605237,0.5781916660002828
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,-0.8074772800520802,0.12383958957403653,12,0.2735095151328206,0.9313168696261167
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,-1.134273285151853,-0.362810647080504,16,0.29869038771508466,0.7714626380713492
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,-0.6493527660940801,-0.1764377024886026,8,0.29314466471625444,0.4729150636054775
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,0.3681171260446379,0.49086626156733376,8,0.15745144249924162,0.12274913552269584
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,0.3681171260446379,0.4138625589194462,8,0.15745144249924162,0.045745432874808256
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,0.23607105779132692,0.3912032339604856,8,0.23448904310121807,0.1551321761691587
