model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding
01-ai/Yi-6B,16,64,precision_reached,True,64,0,0.08731808731808732,-1.0728717625721007,-0.783778,-0.8705850514441437,-0.8925548270310186,0.288552,51,-0.18304647464811885,-0.438678,-0.4904365562319712,-0.4825153807037165,0.292229,23
01-ai/Yi-6B-Chat,17,68,precision_reached,True,68,0,0.12653305414298535,-0.2664485018000743,-0.856627,-0.9126762911104883,-0.9726766549536838,0.298475,52,-0.8049925224716551,-0.905729,-0.9175662286843931,-1.0878908710494468,0.28645,32
EleutherAI/pythia-1.4b,17,73,precision_reached,True,73,0,0.07247652582159625,-2.405863013053358,-1.94893,-2.7618878553290647,-3.766878218774608,0.298475,63,0.9233003685435873,0.461206,0.30944815074442816,0.3476749721070325,0.286154,21
EleutherAI/pythia-160m,13,56,precision_reached,True,56,0,0.04580152671755725,-5.650953854433399,-1.800577,-2.6436645377544115,-3.9589273338699487,0.297015,50,1.4251576858787247,1.012817,1.1905603404794154,1.4641066216370724,0.298387,15
EleutherAI/pythia-1b,17,70,precision_reached,True,70,0,0.06758742286218043,-2.6054938217113772,-2.248868,-2.9901140624358824,-4.092260988856562,0.297132,58,0.9571161231573049,1.174187,1.4088842774473713,1.6353762286503724,0.2952,22
EleutherAI/pythia-2.8b,14,60,precision_reached,True,60,0,0.06343612334801763,-2.6422720183641495,-1.454585,-1.6930750291743133,-1.8170432924442563,0.296095,49,0.7716725643912452,0.609783,0.6177676640254406,0.6835983536620592,0.289603,26
EleutherAI/pythia-410m,16,72,precision_reached,True,72,0,0.059548254620123205,-3.63801747265959,-1.809641,-2.5519502772104534,-3.5025776959397548,0.298372,60,1.1841519281885073,0.701343,0.7552454831929454,0.8085186803247008,0.297079,26
EleutherAI/pythia-6.9b,16,73,precision_reached,True,73,0,0.06237128567225655,-2.405338458824645,-1.770044,-2.2717189555490944,-2.5815213193754123,0.294817,63,0.358816355481275,0.867575,0.495225966110181,0.6164985745784015,0.286789,19
EleutherAI/pythia-70m,14,60,precision_reached,True,60,0,0.03485647334504979,-5.835604139833936,-1.934868,-2.7248470123548003,-3.5549024424036877,0.29792,52,0.7310992614367113,0.272878,0.02749536799847524,0.02296666321965789,0.287561,18
HuggingFaceH4/zephyr-7b-beta,6,41,precision_reached,True,41,0,0.26010701545778836,1.0666666719337476,0.780413,0.6303764728780814,0.8365442649072411,0.214527,34,0.2868179448114411,0.007355,-0.0487838450795574,0.024733987373629415,0.229063,17
HuggingFaceTB/SmolLM2-1.7B,9,39,precision_reached,True,39,0,0.10317225022235399,-0.7744349310085964,-0.37813,-0.5222956641375379,-0.40371654262074486,0.290208,32,-0.29221327517580026,-0.452211,-0.5529295966299712,-0.5836853569340005,0.294928,17
HuggingFaceTB/SmolLM2-1.7B-Instruct,10,45,precision_reached,True,45,0,0.16003589590188452,0.2665807517449056,0.046682,0.019900208279053564,0.06038064682856786,0.282769,37,-0.8961826242752078,-1.053135,-1.1150266766903127,-1.2374058172460387,0.271387,17
HuggingFaceTB/SmolLM2-135M,14,68,precision_reached,True,68,0,0.04335961188599151,-3.8805834760199964,-1.481713,-2.383400339599127,-3.5731759886051986,0.287012,56,0.27886590239028497,-0.118163,-0.317702672910701,-0.2905935340327408,0.27806,26
