model,scenarios_administered,criteria_administered,stop_reason,precision_reached,judge_lookups,judge_missing,obs_acc,theta_full_correctness,theta_cat_correctness,theta_batch_correctness,theta_mwle_correctness,final_se_correctness,scorable_evals_correctness,theta_full_scaffolding,theta_cat_scaffolding,theta_batch_scaffolding,theta_mwle_scaffolding,final_se_scaffolding,scorable_evals_scaffolding
01-ai/Yi-6B,26,111,precision_reached,True,111,0,0.08731808731808732,-1.0709472401598445,-0.683945,-0.7389189005946055,-0.7417127681614424,0.244627,89,-0.18559899939070254,-0.373098,-0.39798807896622407,-0.390205773946508,0.248683,36
01-ai/Yi-6B-Chat,28,112,precision_reached,True,112,0,0.12653305414298535,-0.262028709508774,-0.730757,-0.7784270869960267,-0.7996138780293541,0.246611,88,-0.8618177605467816,-0.638018,-0.7384457417568703,-0.7552171182412832,0.247729,39
EleutherAI/pythia-1.4b,27,127,precision_reached,True,127,0,0.07247652582159625,-2.425622869868609,-2.322636,-2.943373594564924,-3.3864888076542976,0.244533,109,0.8572912389872671,0.814898,0.7878350698272006,0.8359628883309712,0.247018,42
EleutherAI/pythia-160m,22,105,precision_reached,True,105,0,0.04580152671755725,-5.736133656337929,-2.267381,-3.286754051288252,-4.638142139869205,0.246759,86,1.3573467304838673,1.371636,1.632393099606446,1.9403210750809496,0.236749,36
EleutherAI/pythia-1b,29,128,precision_reached,True,128,0,0.06758742286218043,-2.621579633507893,-2.447938,-3.20833275344973,-4.02505114175392,0.249332,107,0.9004880569029323,0.999302,0.9677150870975224,1.053533301866343,0.24906,43
EleutherAI/pythia-2.8b,25,116,precision_reached,True,116,0,0.06343612334801763,-2.6515618076520813,-1.942101,-2.371659756116035,-2.6069960030612456,0.24601,96,0.694650762040399,0.58855,0.5492496650043008,0.5765026343458293,0.241537,42
EleutherAI/pythia-410m,28,127,precision_reached,True,127,0,0.059548254620123205,-3.6615912533253563,-2.33035,-3.22612483529014,-4.422692476610716,0.249885,108,1.149836670271624,0.704153,0.7348529534005779,0.7822859220111833,0.244423,41
EleutherAI/pythia-6.9b,25,107,precision_reached,True,107,0,0.06237128567225655,-2.4123740413615353,-1.636036,-2.009412526676395,-2.1770074734122424,0.249466,87,0.2900888175664066,0.336298,0.21064945815750322,0.24563598393234187,0.244557,43
EleutherAI/pythia-70m,29,138,precision_reached,True,138,0,0.03485647334504979,-5.922993552508258,-2.532732,-3.5720856969060635,-5.898685554439692,0.248832,119,0.6398949348516552,0.499846,0.2795050360956172,0.2994379259233446,0.240201,40
HuggingFaceH4/zephyr-7b-beta,8,49,precision_reached,True,49,0,0.26010701545778836,1.0666666646581588,1.044227,1.0005202468875982,1.0809029396405827,0.207866,39,0.4340333690130584,-0.32825,-0.49497707977469824,-0.5110033097218646,0.243987,18
HuggingFaceTB/SmolLM2-1.7B,22,89,precision_reached,True,89,0,0.10317225022235399,-0.7596159353679596,-0.54907,-0.6642774768321226,-0.6368472293687334,0.247043,66,-0.29427039818136747,-0.450065,-0.5339225370228886,-0.5416709936222027,0.24695,38
HuggingFaceTB/SmolLM2-1.7B-Instruct,15,65,precision_reached,True,65,0,0.16003589590188452,0.26669029182473236,0.160727,0.1502019747626155,0.22820859739873348,0.23872,47,-0.8197081621063828,-0.683484,-0.7433673693299916,-0.7739866029977563,0.246449,32
HuggingFaceTB/SmolLM2-135M,24,109,precision_reached,True,109,0,0.04335961188599151,-3.897561976765128,-1.895528,-2.894303445763279,-3.8413214959565143,0.243084,94,0.17563328112976367,0.085245,-0.08550160905661705,-0.0678899885725009,0.24592,31
HuggingFaceTB/SmolLM2-360M,26,123,precision_reached,True,123,0,0.04715590922487474,-3.2898325322330026,-2.148578,-2.8259206382074566,-3.282486996234074,0.249899,103,0.29834580879075834,0.25577,0.01730463065259827,0.04251388955769131,0.243504,42
HuggingFaceTB/SmolLM2-360M-Instruct,32,144,precision_reached,True,144,0,0.06654835847382432,-1.4044252824404446,-1.675571,-1.7854877850646549,-1.8788654507670643,0.23873,118,-0.9026822201860336,-0.681317,-0.7223537221527491,-0.7697879656331221,0.248273,46
LLM360/Amber,28,132,precision_reached,True,132,0,0.038880706921944036,-4.705948345137682,-2.268417,-3.1060086280084964,-3.8265865927437552,0.248952,114,0.4369535608701001,0.407227,0.1900715356734131,0.2181574492426823,0.245181,46
Qwen/Qwen2-0.5B,25,113,precision_reached,True,113,0,0.042295178941141674,-2.5468893057191018,-1.755146,-2.155049312568925,-2.3353370849343498,0.244991,95,-0.4831769479089256,-0.039049,-0.24762686181695942,-0.2193190276043804,0.237886,39
Qwen/Qwen2-1.5B,28,114,precision_reached,True,114,0,0.10097719869706841,-0.5558450406302707,-0.735686,-0.7791190203836804,-0.7836634714992385,0.240728,89,-1.2391418740936222,-1.289003,-1.349205126268627,-1.4506657255259814,0.240393,41
Qwen/Qwen2-7B,11,52,precision_reached,True,52,0,0.29770765108663294,1.333375303250364,1.456773,1.4543177571565427,1.5139908044311419,0.196136,31,0.06642115873584753,-0.162733,-0.2051327664639792,-0.16762792954993888,0.243768,32
Qwen/Qwen2.5-0.5B,24,95,precision_reached,True,95,0,0.06759561221464572,-1.3280329454814797,-0.93556,-1.0066303557159844,-1.04067434841437,0.249978,74,-1.0239743675544815,-0.939757,-0.8708096109960833,-0.9892568007990485,0.245745,32
Qwen/Qwen2.5-0.5B-Instruct,20,89,precision_reached,True,89,0,0.09050445103857567,-0.7633335710828015,-0.446988,-0.6349588381254185,-0.6282460051712127,0.248035,66,-1.1502684211662542,-1.008513,-1.3997827933645854,-1.4673291920490859,0.246749,43
Qwen/Qwen2.5-1.5B,12,54,precision_reached,True,54,0,0.19155740326191237,0.7999844992180877,1.009242,0.8179761751544581,0.9637958394608245,0.237783,37,-1.5531650702080804,-1.208558,-1.1430688802602738,-1.2992790558291218,0.248985,29
